text,label
Erinomainen ja inhimillinen asiakaspalvelu.,1
Todella hidas toimitus.Saa nähdä kuinka nopeasti rahat saa takaisin palauttamastani tuotteesta.,0
"HInnat ja saatavuus hyvä. Ensimmäinen toimitus kesti hitusen pitkään ja tuote oli vaurioitunut kuljetuksessa, tuli samalla testattua reklamointikin ja asia hoitui helposti ja nopeasti.",1
Ei pahaa sanottavaa 🙂,1
"Nopea toimitus,tuote vastaa tilattua,koko sopiva.",1
Hinnat ovat kilpailukykyisiä ja toimitukset nopeita. Pelkkää hyvää sanottavaa.,1
"Päätin hankkia kuumailmapuhaltimen, jossa on ilmavirran lämpötilan kertova LCD-näyttö. Olin kyllästynyt kädessä heiluvan infrapunalämpömittarin suuriin lukemaheittoihin etäisyyden ja kohdistuksen vaihtuessa. Vertailin saatavilla olevia laitteita ja niiden hintoja sekä paikallisissa kaupoissa että verkkokaupoissa.  Päädyin Boshiin, jota ei paikalliset kaupat eivät pitäneet edes varastotuotteena.Hintavertailussa Verkter.fi verkkokauppa vei voiton ja lisäksi heillä oli ilmainen postitus yli 100 euron ostoksista. Tilasin tuotteen perjantaina ja se oli postissa viikonlopun jälkeen tiistaina. Nopeaa toimintaa ja puhallin suuttimineen oli sellainen kuin olin odottanutkin. Uskon, että pitkän takuuajan omaava ja viimeistellyn tuntuinen Bosh hakkaa laadussa Kiinasta tilattavat halparoinat.",1
Erittäin hyvät kuvat tuotteista verkkosivuilla - ei tule ostaneeksi sikaa säkissä. Tomitus on uskomatoman ripeää.,1
"Hei! Tilasin teiltä 11.7. öljyä autoni ohjaustehostimen pumppua varten, öljy oli tarkoitus vaihdattaa tutulla automekaanikolla  lomareissullamme Kainuussa seuraavalla viikolla. Tuoteen kohdalla sanottiin toimitusajaksi 2-3 arkipäivää. Öljy kuitenkin saapui Paltamoon vasta 19.7., me jouduimme lähtemään kotimatkalle samaisena päivänä, joten öljyä ei saatu vaihdettua ja se on edelleen vaihtamatta. Näin ollen kokemukseni palvelustanne ei ollut kovin positiivinen.",0
Aikaisemmin on kaikki toiminut vaivatta mutta nyt lähti x-määrä rahaa tililtä tilaukseen ja tuotetta ei näkynyt missään tilaushistoriassa lähteneen edes prosessiin.,0
Kaikki sujui hienosti!,1
Lasermustepatruuna toimii niinkuin pitää.,1
Tuotteessa laatikossa pinta virehitä (yhdessä). Ja yksi laatikko jostakin syytä upposi syvemmälle kun muut. Ilmsisti tehty laatikoon menevät reijät väärään paikaan.Muuten tuote jämäkkä ja siihen tarkoitukeen johon otimme ok!,1
Nopea toimitus.,1
"Toimitusaika vähän pitkä, muuten hyvä tuote",1
"Kiitos selkeat esitteet, asiallinen sähköinen tilaus ja nopea toimitus, selkeä lasku, ystävällinen palvelu, kiitos",1
Nopea toimitus ja ei ongelmia.,1
"ÄLKÄÄ OSTAKO 1001renkaat liikkeestä mitään ikinä! Tilasin 2 kpl mp-renkaita. Renkaat saapuivat eriaikaan eri toimittajilta ja asennuksen jälkeen havaittiin, että toinen niistä oli viallinen. Renkaassa selkeä pystyheitto joka aiheutti voimakasta wopblausta ohjaustangossa. Ammattitaitoinen asennusliike yritti poistaa ongelman uudelleen asennuksella ja kääntämällä renkaan toiseen asentoon, mutta tuloksetta. Vanne todettu virheettömäksi ja asentajan mielestä renkaassa on selkeä vika. Reklamoin 1001renkaita, mutta he eivät tee asialle mitään, koska rengas on jo asennettu vanteelle! Olen aiemmin ostanut renkaita netistä n. 10:ltä eri toimittajalta ja kaikki on sujunut ongelmitta. Nyt erehdyin 1001:een ja erehdyin! VAROITAN huonosta palvelusta, ostakaa muualta!",0
Sivuilla selkeät ohjeet oikean koon valintaan. Muutenkin tykkäsin että tilaaminen oli helppoa. Aivan älyttömän nopea toimitus ja asiakaspalvelu moitteetonta. Spostiin vastattiin nopeasti ja ystävällisesti. Tuote vastasi odotuksia. Hyvä hinta laatu suhde. Kiitos ja kumarrus!,1
Nopea toimitus ja ympärivuorokautinen aspa,1
Nopeat luotettavat toimitukset ja erittäin nopea & ystävällinen asiakaspalvelu.,1
Hyvä tuote ja nopea toimitus.,1
"Edullinen ja luotettava, ladultaan tuotteet erinomaisia. 😊",1
Kuvanlaatu mukissa oli todella rakeinen ja huono.,0
Tuote ei vielä kokeiltu,1
Kalenteri oli ihan mieluinen. Ehkä tekstit olivat pienemmällä kuin ajattelin tietokoneella katsoessa.,1
Homma pelasi todella hyvin ja hinnat olivat halvimmat mitä löysin!,1
Kaikki meni ihan jees,1
Rekisteröityminen on liian vaikea. Olin 5-6v sitten vanhalla sähköpostilla rekisteröitynyt ja nyt en pääse seuraamaan tilaukseni tilaa koska ko. sähköpostia ei ole enää käytössä ja toista kertaa ei voi rekisteröityä asiakkaaksi.. Ei siis pääse vaihtamaan sähköpostitietojakaan ajan tasalle. Kumma kun tilata voi mutta tilauksen kulkua ei voi seurata! Ihan kuraa.,0
Parhaimmat hinnat ja nopein toimitus! Suosittelen.,1
"Laukku jonka tilasin oli todella kaunis, mutta jotenkin luulin että siinä on enemmän nahkaa , nimittäin hinta oli 94 euroa.Eli muuten on tarpeeksi tilava , mutta hinta/laatu eivät olleet kohdallaan. Mutta pidän laukun , on se kuitenkin aika erikoinen.Nyt odotan toista laukkua saapuvaksi jonka teiltä tilasin, että vastaako se odotuksiani.",1
"En saanut apua, enkä neuvoja.",0
"Äärimmäisen hankala antaa palautetta, kun itse tuotteita ei ole edes vielä saapunut. Olen kuitenkin tilauksen tehnyt 2,5 viikkoa sitten, joten melkoisen pitkä toimitusaika...",0
Saimme puhelimen mihin ei pystynyt lataamaan appeja.,0
"Pehmusteita kesäkalusteisiin tarvitsin ja Kodin1:llä laaja valikoima joka hyvin esillä verkkosivuilla. Suhteellisen hinnakkaita ovat, mutta tilasin jotta sain haluamani ja saman väriset eri tyyppiset pehmusteet. Toimitus voisi olla nopeampi.",1
"Tilasin moottoripyörään peilit muutama päivä sitten ja tilausstatuksessa lukee, että tuotteita kerätään. Niin kauanko tuotteita oikein kerätään ja mikä on arvioitu toimitusaika?",0
"Nopea oikean tuotteen löytyminen, hyvät vastausajat, hinta paikallaan.",1
Toimitukset kestävät paljon kauemmin kuin muissa käyttämissäni piilolinssi nettikaupoissa ..,0
"jännitin onnistuisiko  valintani vain kuvan perusteella ja ennenkaikkea toimisiko tilaus niin moitteettomasti kuin annettiin uskoa.... ja kyllä vaan... kaikki sujui ajallaan, informaatiota tuli joka vaiheesta, tajusin että toimin vastuullisen kauppiaan kanssa, joten huoli  ja epävarmuus väistyi, tilalle tuli jännittävä odotus itse tuotteesta. kohdallani kaikki osui nappiin ja matot vastasivat kuvausta täydellisesti. SUOSITTELEN.. ja miten loistelias valikoima. KIITOS! T.Tarja",1
"Laadukkaita tuotteita, laaja valikoima ja sopivat hinnat kukkarolle! 😀",1
"Tuotteita on helppo selata, tilaaminen on helppoa, mutta toimitusajat ei kyllä toteudu. Kolme tilausta lyhyen ajan sisään, yksi tuli alle viikossa, viimesimmän tilauksen tekemisestä on viikko eikä se ole siirtynyt vielä edes postille.",0
"Tuotteen palauttamisen ohjeet olivat todella epäselvät. Esim palautusformin tuleminen tuotteen mukana olisi helpottanut prosessia ja ihmettelinkin, miksei sitä ollut, koska monilla muilla verkkokaupoilla se on standardi. Ohjeita lukiessa tuli mielikuva, ettei yritys halua, että tuotteita palautetaan (mikä on sinänsä ymmärrettävää), mutta asiakkaana aloin kyseenalaistamaan ohjeiden vaikeuden eettisyyttä ja yrityksen arvoja.",0
Toimistus tuli viikon myöhemmin kuin arvioitu.,0
Sain väärän tuotteen eikä alkuperäistä tilaamaani tuotetta enää ollut saatavilla: (,0
Tähän saakka ainakin toiminut hienosti,1
Hyvä mesta. Hyvää tavaraa.,1
"Järkyttävän hitaasti tulee tavara, ostotapahtumasta lähetykseen kului yli viikko ja edelleenkää ei seurantatunnusta ole tullut, paketti ollut kuitenkin matkalla jo viisi päivää... Kiinasta tulee paketit nopeammin...",0
Tilaus oli perillä 15:sta päivässä. Piilolinssien valmistuspäivät olivat 2013 ja 2016.,0
"Todella hidas toimitus: Tein tilauksen 1.12., mutta toimitus ei ole vieläkään saapunut Postin kuljetettavaksi (12.12). Asiakaspalveluun on todella vaikea saada yhteyttä. Sähköpostiosoitetta ei löydy ja nettisivuilla lomaketta ""ota meihin yhteyttä täältä""-linkistä lähettäessä tulee ilmoitus ""sivua ei löydy"". Ei kannata tilata joululahjoja tätä kautta.",0
Eipä näy pakettia vaikka s.postissa niin sanottii että on tullut pari päivää sitten eikä näy postin seurantasivuilla että missä on...,0
"Helppo tehdä tilaus, edukkaat hinnat ja hyvä valikoima. Hyvin tyytyväinen olen ostokokemukseen.",1
Toimitus kesti liian kauan syy suomen postissa.,0
olisi kiva jos tuotteet tulisi paketissa ja seurantakoodilla ! muuten ei valittamista,1
"outnorth on hyvä nettikauppa, mallisto on laaja, palvelu ja toimitus nopeaa ja ennenkaikkea asiakasedut  ovat pitkään voimassa... todella hyvä kauppa!",1
Nopea toimitus ja oikeat tuotteet tuli!,1
Erinomaisen nopea palvelu!,1
"Ei jatkossa Klarnaa enää- nyt vaihteeksi yrittävät karhuta jo aikoja sitten maksettua laskua- yhteyttä ei saa OLLENKAAN sähköpostin avulla jolloin voisi lähettää kuittikopion heti- VAAN VAIN CHATTAAMALLAEIKÄ SIELTÄ PUOLESTAAN VASTAA KUKAAN. Nyt lasku jo perinnässä,,,HYVIN OUTOA- EI SIIS OLLENKAAN ASIAKASPALVELUA- lisäksi linkin kautta pääsee kirjautumaan mutta vaan kännykkään EIKÄ TIETOKONEEN ISOMMALLE NÄYTÖLLE OLLENKAAN",0
"Olisi hyvin vaikeaa suositella tätä yritystä kenellekään, sillä kuukausi sitten tilaamani hiirimatto ei edelleenkään ole löytänyt perille.",0
"Joulukortit olen kahtena vuonna tilannut. ensimmäisenä vuonna kuva oli todella tumma, lapsen kasvot juuri ja juuri erottui kuvasta ja toisena vuonna lapsella päällä ollut punainen tonttupuku ja lakki hyppäsi kuvasta silmään kirkkaan oranssin värisenä. Tietokoneen kuvasta katsottuna molemmat kuvat ovat näyttäneet hyvältä mutta tilatut kortit ovat olleet huonoja, eikä ohjelma ole varoittanut siitä minkälainen lopputulos tulee olemaan. Nopeasta toimituksesta olen tyytyväinen.",0
Tuote ok.Lähes neljän viikon toimitusaika ei nykypäivää.,0
"Nopea ja vaivaton käyttää, ja ilmoitus kultaesineistä saatavasta rahasummasta tuli tekstiviestinä muutama päivä paketin lähetyksen jälkeen.",1
Poika tilasi tuotteita. Toimitus tuli hyvin perille ja tuotteet olivat mieleiset.,1
hyvä palvelu,1
Nopea toimitus kotiovelle saakka👍🏻,1
"Pitkä toimitusaika, tuli kuitenkin vähän nopeammin mikä arvio oli. Huonosti pakattu tuote. Tuli kuitenkin ovelle asti, mikä oli plussaa!",0
"Tilatut osat ei ole saapuneet villäkään ,aikaa mennyt tilauksesta yli viikko .Seuranta ei ajantasalla ei tietoa missämennään.Vituttaa raskaasti.",0
Kaikki toimi kuten oli luvattukin!,1
Hyvin pelittää kaikki!,1
Aina asijat tullut hoidettua ripeästi.,1
"Tuote lähetettiin maksikirjeenä johon se oli pakattu muoviin ja kenellekkään ei jäänyt kyllä epäselväksi mitä paketissa oli, että se siitä huomaamattomasta pakkauksesta. Palautetta laittaessani sain ""voivoi""-tyyppisen vastauksen. Jatkossa asioin kilpailevissa yrityksissä.",0
"Black Fridayn innoittamana tilasin taas ihania lankoja virkattavaksi, virkkuukoukkuja ja niskalampun, mikä on osoittautunutkin jo oikein hyväksi valon tuojaksi virkatessa :) Paketti tuli yllättävän nopeasti, kiitos myös siitä. Nyt langat riittää joksikin aikaa, mutta kun tulee tarvetta, niin tiedän mistä jälkeen kerran niitä tilaan. Hobbii.fi tietenkin!!",1
"hankalaa, miten saa tietoa miten varata laktoositon ruokavalio ja miten saada pyörätuolikuljetus lentokentillä?",0
"Väärä tuote, eikä yhteyden otto ole suomeksi",0
"Kallis ostos. Luvattu vastaus tuli seuraavana päivänä, mutta ei mitään joustoa toimitukseen. Ei sille mitään voi kuului vastaus.",0
"Tilasin joulukortit joulukuun alussa. Saapuivat niin myöhään (21.12. vaikka luvattiin viimeistään 1212.) , etteivät ehtineet enää postiin.",0
Asiakaspalvelija aktiivinen koko prosessin ajan.,1
"Lähetys on seurannan mukaan lähtenyt kaksi päivää sitten Vantaalta kohti Kuopiota. Kyselin asiasta asiakaspalvelusta että missähän paketti mahdollisesti viipyy niin sain tietooni, että paketti ei ehkä olekaan lähtenyt liikkeelle Vantaalta. Kukaan ei siis tiedä missä _vitussa_ minun omistama tuote on. Käsittämätöntä. Toivottavasti ihmiset tajuaa olla käyttämättä postnordin palvelua",0
Tuotetta ei ikinä edes saapunut.,0
Vois olla selkeempi,0
"Toimitukset kestävät luokattoman pitkään, lähes joka kerta.",0
Hyvä ja nopea palvelu ja luotettava😊,1
"Tuotteen mukana ei tullut suomenkielisiä käyttöohjeita. Tuotepakkaus oli myös pakattu liian suureen pahvilaatikkoon ilman pehmusteita, joten sisältö pääsi heilumaan valtavasti.",0
"Toimii kuten pitääkin, helppo ja tukeva asennus Honda BF40 perämoottoriin",1
Monta kertaa käynyt että lupaavat toimituksen xpäivälle ja ei kuulu.,0
"Iso valikoima, nopea toimitus.",1
Monesti olen Cocopandalta tilannut ja koskaan ei ole ollut mitään ongelmia.,1
"Ostettu kampe minusta ok hinta laatusuhteeltaan. 10 päivää odottelin tilauksesta ja sitten kirjoittelin kysymyksen. Olitte unohtaneet lähettää koneen, mutta sen jälkeen tuli perille kolmessa päivässä ja laatikossa hyvitykseksi kait rutkasti dajm pötköjä",1
"Oli kyllä pettymys kun aukaisin kenkälaatikon. Luulin siellä olevan mustavalkoiset Converset, sellaiset jotka olivat kuvassa kun tilasin ne, mutta kengät olivatin kokonaan mustat. Palautuseen meni!",0
Hyvä tuotteet. Kohtuullisen nopea toimitus.,1
"Pitkä toimitusaika, mutta lopputuloksena ihana matto!",1
"Tilauksen tekeminen nettisivujen kautta oli kohtalaisen kätevää, vaikka tilausmäärä olikin suuri. Nettisivut olivat myös mielestäni hyvin rakennettu ja vaikka en vielä lankoja ole livenä nähnytkään niin uskon, että sivuilla olevat kuvat antavat oikean kuvan tuotteista 🙃Jostain syystä tilauksen vahvistamisessa oli ongelmia mutta tämä ei välttämättä johdu teidän nettisivuistanne, vaan vaikkapa pankkiyhteyksistä tms.Kun tilausvahvistusta ei ollut seuraavan viikon alkuun vielä tullut, otin yhteyttä asiakaspalveluun. Yhteystiedot löytyivät helposti ja asiakaspalvelu puhelimitse oli erittäin loistavaa. Tykkäsin myös todella paljon ""puhelinvastaajan"" äänitteestä, joka sai minut hyvillä mielin odottamaan, että asiakaspalvelija ehtii puheluuni vastaamaan. 🤗Asiakaspalvelija oli kaikin puolin loistava, hän kertoi, miksi tilausvahvistusta ei vielä ollut tullut ja poisti myös ns. kahteen kertaan tilatut tuotteet. 🙃Sähköpostiviestit pitivät myös minut tämän jälkeen hyvin ajan tasalla siitä, missä vaiheessa tilaukseni oli.Kaikin puolin olen siis erittäin tyytyväinen saamaani palveluun ja tulen varmasti jatkossakin asioimaan nettikauapassanne. 🤗🙃🤗",1
"Tilasin etiket ja näistä jäi puuttumaan osa tekstistä. Tilatessa ja esikatseltavana näytti hyvältä, mutta etikettien saapuessa todella pettynyt.. Tekstistä puuttui puolet. Tilasin uudet toisesta paikkaa onnistuneesti!",0
"Muuten kaikki hyvin, harmitti vaan että yks renkaista oli -14 poltettu eikä asiasta mainittu missään.Muuten oli tosi nopea ja helppo asiointi.",1
Hyvä laatuiset kuvat.  Hyvin toimiva käyttöliittymä.,1
Minua on palveltu ja opastettu erinomaisesti.Myös asiani on hoidettu nopeasti,1
Missä minun tarrat,0
"Todella helppo tilata piilolinssejä, koska edellisen tilauksen voi uusia suoraan sähköpostista. Toimitusajaksi luvattiin 2-3 arkipäivää, mutta tilaus saapui vasta viikon päästä ja paketti oli vahingoittunut (sisältö kunnossa, siinä ei mitään ongelmaa). Saattoi tosin olla postin syytä.",1
Tavaraa ei pystytty toimittamaan lainkaan.,0
"Olen ollut Verisuren asiakas 5 vuotta ja järjestelmä on toiminut moitteettomasti.Olen viettänyt useana vuotena talviajan (eläkeläinen ja leskimies) Yhdysvalloissa ,Floridassa ja sinnekin hälytys, tosin onneksi vika sellainen (pieni hiiri verhotangolla -:),tuli muutamassa sekunnissa puhelimeeni ja vartija kävi nopeasti paikalla ja sain välittömästi raportin tapahtuneesta.En lähde kotoa minnekään, etten laita hälytysjärjestelmää päälle, jos ei muun niin paloturvallisuuden vuoksi.",1
"Tilasin 12.12. joululahjan lapselleni.19.12. kyselin, ehtiikö jouluksi ja ei kuulemma ehdi, mutta saan tuntuvan hyvityksen joululahjan myöhästymisestä ja tuote tulee kuitenkin ennen uutta vuotta. Tammikuussa sitten sain viestin, että CDON ei saa yhteyttä yritykseen, jolta tuotteen pitäisi tulla ja tilaukseni mitätöidään. Ei mitään hyvitystä, korvaavaa tuotetta tms.Kyseessä ilmeisesti siis alihankintayritys (Roomox), mutta tilaus on kuitenkin tehty cdonilta.",0
Se ei vieläkään tullut ihan huono hanki elämä,0
Tilasin tuotteen jo lähes 2vko sitten. Vuonna 2019 ei jaksa enää näin pitkiä toimitusaikoja. En tilaa teiltä enää koskaan jos ette pysty parempaan.,0
Lähettäkää nyt edes tilatut vaatteet ennen kuin vaaditte arvioimaan palveluanne.,0
"Nopea toimitus ja hyvä palvelu puhelimitse, kun olin tilannut väärän tuotteen ja piti vaihtaa sopivaan. Suosittelen! 🙂",1
Nopealle toimitukselle 10 pistettä !!,1
Minkäänlaista kuittausta ei missään vaiheessa tullut onko maksettu tilaus toimitettu perille. Toinen ja viimeinen kerta Interfloran asiakkaana.,0
"Aiemmin talvella tilasin toppatakin, ja tällöin tilaus hoitui jokseenkin jouhevasti. Nyt kuitenkin pettymys oli suuri kun tilattu tuote olikin aivan väärä (takin sijaan naisten alustoppi) ja samalla jo haluamani tuote oli loppuunmyyty. :(",0
"Tilasin kastekuvista kiitoskortteja, jotka saadessani olin järkyttynyt kuvan todella huonosta laadusta. Kuva oli vihertävä, suttuinen ja pystyraidallinen (alkuperäinen kuva oli hyvälaatuinen laadukkaalla järjestelmäkameralla otettu kuva). Kortteja ei todellakaan voi lähettää, vaan päätyvät roskiin. Tilaan uudet muualta tai printtailen kuvat kotona, koska niin saan laadukkaamman jäljen. Olemme testanneet eri valokuvafirmoja ja luulimme tämän olevan hyvä, mutta olen nyt todella pettynyt.",0
Tilaus ja toimitus toimi moitteettomasti. Tuotteen kokoaminen oli helppoa kun käytti omia työkaluja. Pieni miinus muutaman mutterin puuttumisesta.,1
"Tilasin 4 kpl Dunlop Sport Bluresponse 185/65 R15 88H  renkaita. Kun renkaat toimitettiin 28.3., toimitetuissa renkaissa ainoastaan 2 kpl oli tilauksen mukaiset Dunlop Sport Bluresponse renkaat. Toiset olivat Dunlop Street Response, jotka ovat ominaisuuksiltaan tilaamiani renkaita huonommat (huonompi taloudellisuus, heikompi märkäpito sekä isompi meluarvo). En olisi missään tapauksessa tilannut näitä renkaita. Olen maksanut neljästä Dunlop Sport Bluresponse -renkaasta, mutta minulle on lähetetty kaksi halvempaa ja huonompaa rengasta, joita ei mainita tilauksessani. Tilaamani renkaat oli pakattu 2 kolliin, joissa molemmissa oli oikein toinen tilaamani rengas, mutta toinen sellainen jota en ole tilannut.EDIT: Yhteydenottojen ja viestien vaihtojen jälkeen on liike myöntänyt virheensä, ja oikeat 2 rengasta on luvattu lähettää meille. Väärin tulleet renkaat on palautettu lähettäjälle ilmaiseksi. Oikeat renkaat ovat tulossa ja lähetys seurannassa.EDIT 2: Virheellisesti toimitetut renkaat palautettiin 1001renkaat.comille. Oikeat, tilatun malliset ja -merkkiset renkaat tulivat perille 19.4. eli noin 1 kk alkuperäisestä tilauksesta. EDIT 3: Asiakaspalvelu toimi muuten asiallisesti, mutta minun piti lähettää runsaasti kuvia vastaanottamistani renkaista. Pelkästään virheellisesti saamistani renkaista lähettämäni kuvat eivät 1001renkaat.com:ille riittäneet. Mielestäni pelkkä kirjallinen reklamaatio ja enintään kuva vääränmallisista renkaista olisi pitänyt riittää.",0
"Hyvä sovellus mutta maksut kirjautuvat Klarnan järjestelmään aavistuksen verran hitaasti. Mielestäni hieman epäselvät vaihtoehdot maksaa ja ostaa, ei oikein avaudu. Verkkopankkimaksupainikkeet myös puuttuvat applikaatiosta joka on vuonna 2017 hyvin yleistä. En kyllä valitettavasti voi suositella hidasta kehitystä, olettehan olleet jo saatavillakin useita vuosia joten teidänkin tulisi pysyä mukana muuttuvassa maailmassa jossa voimakkaasti kehitetään palveluita asiakkaille. En voi suositella, harmi. Muuten ihan okei. Mahdollisuus lähettää yhteydenottopyyntö olisi oiva lisä tähän palveluun.",0
Kaikki toimi loistavasti. Tavara toimitettiin nopeasti. Suosittelen.,1
"Tilasin kolme tuotetta. Olen ollut hyvin pettynyt suomalaisiin firmoihin, koska eri firmoista tilatessani olen heti tilaushetkellä maksanut tuotteet, joita ei tule tai tulevat monta viikkoa myöhässä, jopa kaksi kuukautta. On ollut todella vaikea saada jo maksettuja rahoja takaisin. Kaikki firmat ovat olleet luotettavia isompia firmoja. Tällä kertaa halusin ensin tuotteet ja maksaa vasta sitten kun paketti on minulla ja se edellyttää Klarna-laskun ottamista. Kolmesta tuotteesta lähetettiin yksi paketti. Maksoin Klarna-laskulla koko tilauksen heti pois, kun luotin että loputkin tulevat. No ei, ei tulleet. Monta viikkoa on kulunut. Yllätys: Olen saanut firmalta laskun. Ilmoitin että olen maksanut. Sain vihdoin tilaamani tuotteet viikkojen kinuamisen jälkeen. Toinen yllätys: Huomautuslasku!! Nyt olen ties monettako kertaa ottamassa yhteyttä firmaan ja vaatimassa selitystä. Korkoja ja maksuhuomautusmaksuja näkyy koko ajan huomautuslaskuillani. Tuotteet maksettu heti ensimmäisen paketin saatuani. Epäselvää on onko Klarna päivittänyt alunperinkään tilannettani ko firmaan ja meneekö olemassaolevalta tililtäni kuukausimaksuja. Suomalaisilta firmoilta en tilaa enää yhtään mitään.",0
Kaikki toimi sopimuksen mukaan vaivattomasti ja osat olivat laadullisesti erittäin korkeatasoisia.  Kiitos siitä.,1
"Tuote oli hyvä. - Tosin olin jo ehtinyt unohtaa, millaisen tuotteen olin tilannut.Sen saaminen kesti luvattoman kauan siitäkin huolimatta, että on korona ja että toimitusaika mainittiin useiden viikkojen mittaiseksi. Tein tilauksen 2.12., sain tuotteen 26.1.Valitettavasti Kodin Ykkönen ei saa minusta asiakasta jatkossa.",0
"Toimitukset eivät tule luvatussa ajassa. Esim tilasin tuotteita 03.11.2016eikä niitä vieläkään ole toimitettu. Nyt on 14.11.2016.Jos on palauttanut tuotteita, niin rahojen palautus kestää useita viikkoja.",0
Tilauskaavake on sekava. Tieto tilauksen perilleroimituksesta puuttuu.,0
Nopea palvelu,1
Tuote ei vastannut ostettua.,0
"Hyvää toimintaa .Joskin toimitus itärajalle joensuu kestää enemmän kuin 4 pvää ,mutta perille kuitenkin tulivat!!",1
"Helppoa ja nopeaa, laaja valikoima.",1
"Istuvuus huono, alaosa iso ja yläosa pieni, koko M.",0
"Tilasin osan kaiken taiteen sääntöjen mukaan, kuten webbi-sivun ohjeiden mukaan.Kuvasin auton niin tarkkaan kuin webbikauppaan oli määritelty, silti aennuksen yhteydessä selvisi, että osat eivät kuitenkaan sovi. Onneksi KL-varaosista löytyi yksi kappale sopivia osia ja asia saatiin hoidettua, kun auto kerran jo oli pukeilla työn alla. Palautuskin oli hankalampaa mitä olen yleensä kokenut webbi-kauppojen yhteydessä => postilla ei ole sopimusta skruvat.fi:n kanssa, joten palautuksen postimaksut piti maksaa itse, lisäksi palautukseen piti käydä webissä täyttämässä lomake, josta sai palautus koodin, jonka jälkeen palautus onnistuu. Vamaan tarkoitus hyvä, mutta asiakkaalle ylimääräinen mutka. En ole ennen törmännyt vastaavaan. Tarjonta ja kauppa tuntui aluksi lupaavalta, nyt mietin kaksi kertaa ennen kuin tilaan mitään uudestaan. Niin ja rahojen palautuskin on vielä kesken, että saa sitten nähdä miten tämä lopulta päättyy.",0
Kaikki pelaa.,1
"Tilasin renkaat toimitus kesti viikon,olen tyytyväinen renkaisiin luultavasti tilaan jatkossakin.",1
"Minulla oli jo ensi tilauksen yhteydessä ongelma klanrnan kanssa, nyt olin maksanut kerrankin verkkotunnuksin ja veloitus meni tililtä, mutta lasku tuli tänään silti 11e suurempana uudella eräpäovällä, kuin alun perin. virheen vuoksi päiväpalkinto tarjous umpeutui. Miksi näin? Ilmoitin tästä HETI tilauksen maksun epäonnistuttua ja nyt maksan sitten tuotteista enemmän.",0
Okei. Annan täydet 5 tähteä.,0
Asiantuntevaa ja erittäin avuliasta palvelua. Vahva suositus!,1
"Tilamani kuvakirja oli todella huonon laatuinen, jonka kuvat oli todella huonon laatuisetet.",0
"Edullinen ja tuli nopeasti. Mutta ei tässä ole mitään yökuvausta, kun kaikki videot ovat yöllä ovat mustia. Ääni kuuluu mutta ei ole minkäänlaista kuvaa.",0
Hidas toimitus,0
"Tilaamani tuote ei koskaan tullut perille, koin asiakaspalvelijan / asiakaspalvelijat hyvin vastahakoisiksi selvittämään asiaani ja rahan palautus ei meinaa onnistua. Kaikkinensa todella huono kokemus, tilaan tuotteeni jatkossa muualta.",0
"Olen aikasemminkin tilannut junkyardilta tuotteita ja mielestäni palvelu on ollut loistavaa! Aikaisemmin minua on hieman harmittanut, ettei nordean verkkomaksua ole ollut, mutta suureksi ilokseni sehän sinne oli lisätty!! Viimeisin tilaukseni oli kengät. Tilaaminen sujui loistavasti, tuote tuli nopeasti ja kiitos junkyardin loistavien koko infojen ansiosta juuri oikea koko. Ja yllätyin, että se tuli suoraan postilaatikkoon, mikä oli vain mieletön plussa.Ainut miinus kuitenkin oli, että kenkälaatikon päällä oleva muovi""pussi"" oli kuljetuksessa revennyt toisesta päästä ja kenkälaatikko hieman kärsinyt. Pienenä perfektionistina tämä hetkautti, mutta tuote oli täysin kunnossa. Yleiseen fiilikseen ja nettikaupan tulevaan käyttöön tämä ei vaikuttanut millään tavalla!",1
ei suju niin kuin pitäisi.,0
Tuotteet saapuivat nopeasti kotiovelle ja matot vastasivat hyvin internetissä olleita valokuvia. Suosittelen,1
"Tilasin kaksi kertaa samalla vkolla, molemmat toimitukset olivat supernopeita ja tuote käsissä muutamassa pvässä. Tuotteet juuri sitä mitä pitikin, mutta pienenä huomatuksena kengien lesteistä voisi kertoa enemmän. D-lesti on puoli numeroa liian iso normaali kokoisena. Kuvaus ""valitse normaali koko"" menee kyllä siinä kohtaa metsään.Nopea toimitus ja helppo palautus kyllä nostaa ostokokemuksen tasolle suosittelen ja sopivat kengätkin olivat jalassa n vkossa vaikka sisälsikin palautuksen.",1
"Nopea, ilmoitettu toimitusaika piti. Hyvä painojälki",1
"Jäi tosi positiivinen olo ensi tilauksen jälkeen. En saanut ensin tilausvahvistusta ja pyynnöstä lähettivät sen minulle nopeasti. Sain myös todella ystävällisen viestin, kun tilaukseni myöhästyi muutamia päiviä, ilmeisesti tuote loppu varastolta. Saapuminen kesti noin viikon,  mikä on ihan ok, voisi toki olla nopeampikin, mutta viikko ei ole vielä paha. Sain kaksi lähetystunnusta bringin ja postin, postin toimi ihan normaalisti, mutta se bring ei rekisteröinyt pakettiani ollenkaan, joten paketin seuraaminen onnistui vasta kun tämä oli suomessa.",1
"Erittäin kilpailukykyinen hinta, nopea toimitus. Recommended",1
Erittäin hyvä laatu ja nopea toimitus,1
Helpot ja selkeät nettisivut.  Leppoisia ristikoita ratkottavaksi. Hyvä kun voin tehdä määräaikaistilauksen ja maksaa tilauksen yhteydessä verkkopankissa.,1
